id,name,description,ingredients,imageUrl,departmentId,department
54,Arroz con leche,Postre cremoso de arroz cocido en leche con especias y endulzantes.,"Arroz, leche, azúcar, canela, clavos de olor, pasas.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/54. Arroz con leche.png,28,"{'id': 28, 'name': 'Santander', 'description': 'Santander es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bucaramanga. Está ubicado al noreste del país, en la región andina, limitando al norte con Cesar y Norte de Santander, al este y sur con Boyacá, al oeste con Antioquia y al noroeste con Bolívar.7\u200b Con unos 2 280 908 habitantes en 2018 es el sexto departamento por población. Recibe su nombre en alusión a Francisco de Paula Santander, prócer de la independencia de la Nueva Granada', 'cityCapitalId': 915, 'municipalities': 87, 'surface': 30537, 'population': 2324090, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
55,Tamal antioqueño,"Mezcla de masa de maíz con carnes y vegetales, envuelta en hojas de plátano y cocida al vapor.","Masa de maíz, cerdo, pollo, zanahoria, papa, huevo cocido.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/55. Tamal antioqueno.jpeg,2,"{'id': 2, 'name': 'Antioquia', 'description': 'Antioquia es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Medellín, la segunda ciudad más poblada del país. Está ubicado al noroccidente colombiano, en las regiones Andina y Caribe, limitando al norte con el mar Caribe (océano Atlántico), Córdoba y Bolívar, al este con Santander y Boyacá, al sur con Caldas y Risaralda, y al oeste con Chocó. Con unos 6 500 000 habitantes en 2015 es el departamento más poblado, y con 63 600 km², el sexto más extenso, superado por Amazonas, Vichada, Caquetá, Meta y Guainía.', 'cityCapitalId': 12, 'municipalities': 125, 'surface': 63612, 'population': 6887306, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
56,Chorizo antioqueño,"Embutido de carne de cerdo sazonada, servido tradicionalmente con arepa y limón.","Carne de cerdo, ajo, sal, comino, pimienta.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/56. Chorizo antioqueno.jpg,2,"{'id': 2, 'name': 'Antioquia', 'description': 'Antioquia es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Medellín, la segunda ciudad más poblada del país. Está ubicado al noroccidente colombiano, en las regiones Andina y Caribe, limitando al norte con el mar Caribe (océano Atlántico), Córdoba y Bolívar, al este con Santander y Boyacá, al sur con Caldas y Risaralda, y al oeste con Chocó. Con unos 6 500 000 habitantes en 2015 es el departamento más poblado, y con 63 600 km², el sexto más extenso, superado por Amazonas, Vichada, Caquetá, Meta y Guainía.', 'cityCapitalId': 12, 'municipalities': 125, 'surface': 63612, 'population': 6887306, 'phonePrefix': '4', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
57,Mamona,"Carne de res (ternera) asada lentamente al carbón, típica de los llanos orientales.","Ternera, sal, ajo, especias.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/57. Mamona.png,21,"{'id': 21, 'name': 'Meta', 'description': 'Meta es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Villavicencio. Está ubicado en el centro del país, en la región Orinoquía, limitando al norte con Bogotá, Distrito Capital, Cundinamarca y Casanare, al este con Vichada, al sur con Guaviare y Caquetá, y al oeste con Huila. Con 85 635 km² es el cuarto departamento más extenso —por detrás de Amazonas, Vichada y Caquetá', 'cityCapitalId': 740, 'municipalities': 29, 'surface': 85635, 'population': 1080706, 'phonePrefix': '8', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 3, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
58,Empanada de maíz,"Masa de maíz rellena de carne, papa o queso, frita hasta quedar crujiente.","Harina de maíz, carne, papa, cebolla, comin",https://apicolombiastorage.blob.core.windows.net/typicaldishes/58. Empanada de maiz.png,31,"{'id': 31, 'name': 'Valle del Cauca', 'description': 'Valle del Cauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cali. Está ubicado en las regiones Andina y del Pacífico, limitando al norte con Chocó y Risaralda, al este con Quindío y Tolima, al sur con Cauca y al oeste con el océano Pacífico. Con 4 600 000 habitantes en 2015 es el segundo departamento más poblado', 'cityCapitalId': 1093, 'municipalities': 42, 'surface': 22140, 'population': 4589278, 'phonePrefix': '2', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
59,Arroz con pollo,Plato colorido de arroz con pollo desmenuzado y vegetales.,"Arroz, pollo, zanahoria, cebolla, arvejas, pimientos.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/59. Arroz con pollo.jpg,4,"{'id': 4, 'name': 'Atlántico', 'description': 'El Atlántico es uno de los treinta y dos departamentos que, junto a Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Barranquilla. Ubicado en la región Caribe, limita al norte con el mar Caribe, al Oriente con el río Magdalena y al Sur y al Occidente con el departamento de Bolívar. Con unos 2 500 000 habitantes en 2015, es el cuarto departamento más poblado (por detrás de Antioquia, Valle del Cauca y Cundinamarca); con 3019 km² es el tercero menos extenso (por delante de Quindío y San Andrés y Providencia, el menos extenso) y con 815 hab/km² es el segundo más densamente poblado (por detrás de San Andrés y Providencia)', 'cityCapitalId': 144, 'municipalities': 23, 'surface': 3388, 'population': 2804025, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
60,Pan de yuca,Panecillo suave hecho con harina de yuca y queso.,"Harina de yuca, queso, mantequilla, huevo.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/60. Pan de yuca.jpg,31,"{'id': 31, 'name': 'Valle del Cauca', 'description': 'Valle del Cauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cali. Está ubicado en las regiones Andina y del Pacífico, limitando al norte con Chocó y Risaralda, al este con Quindío y Tolima, al sur con Cauca y al oeste con el océano Pacífico. Con 4 600 000 habitantes en 2015 es el segundo departamento más poblado', 'cityCapitalId': 1093, 'municipalities': 42, 'surface': 22140, 'population': 4589278, 'phonePrefix': '2', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
61,Merengón,"Postre crujiente de merengue, crema y frutas frescas como guanábana o fresas.","Claras de huevo, azúcar, crema de leche, frutas.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/61. Merengon.jpg,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
62,Breva con arequipe,"Postre dulce de brevas cocidas en almíbar, rellenas con arequipe.","Brevas, azúcar, canela, arequipe.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/62. Brevas con arequipe.jpg,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
63,Agua de panela,Bebida caliente o fría preparada con panela disuelta en agua.,"Panela, agua, limón",https://apicolombiastorage.blob.core.windows.net/typicaldishes/63. Agua de panela.jpg,15,"{'id': 15, 'name': 'Cundinamarca', 'description': 'Cundinamarca es uno de los 32 departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bogotá, la capital del país. Está ubicado en el centro del país, en la región andina, limitando al norte Boyacá, al este y al sur con Meta, al sur con Huila y al oeste con Tolima y Caldas. Enclavado en su territorio se encuentra el Distrito Capital de Bogotá, al que rodea excepto por su límite suroriental.', 'cityCapitalId': 167, 'municipalities': 116, 'surface': 23071, 'population': 2473634, 'phonePrefix': '1', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
64,Carimañola,"Fritura hecha de masa de yuca rellena de carne, queso o pollo.","Yuca, carne, queso, huevo.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/64. Carimanola.jpg,6,"{'id': 6, 'name': 'Bolívar', 'description': 'Bolívar es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cartagena de Indias, sede de la asamblea departamental, mientras que en Turbaco se encuentra la sede de la gobernación. Está ubicado en la región Caribe, limitando al norte con el mar Caribe (océano Atlántico), al noreste con Atlántico, al este con Magdalena y Cesar, al sureste con Santander, al suroeste con Antioquia y al oeste con Córdoba y Sucre.', 'cityCapitalId': 210, 'municipalities': 45, 'surface': 25978, 'population': 2236603, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
65,Gelatina de pata,"Dulce hecho a base de patas de res cocidas, con sabor a panela.","Pata de res, panela, canela.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/65. Gelatina de pata.jpg,31,"{'id': 31, 'name': 'Valle del Cauca', 'description': 'Valle del Cauca es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cali. Está ubicado en las regiones Andina y del Pacífico, limitando al norte con Chocó y Risaralda, al este con Quindío y Tolima, al sur con Cauca y al oeste con el océano Pacífico. Con 4 600 000 habitantes en 2015 es el segundo departamento más poblado', 'cityCapitalId': 1093, 'municipalities': 42, 'surface': 22140, 'population': 4589278, 'phonePrefix': '2', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 2, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
66,Lengua sudada,Lengua de res cocida a fuego lento con una salsa espesa de tomate y especias.,"Lengua de res, tomate, cebolla, ajo, especias.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/66. Lengua sudada.png,28,"{'id': 28, 'name': 'Santander', 'description': 'Santander es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Bucaramanga. Está ubicado al noreste del país, en la región andina, limitando al norte con Cesar y Norte de Santander, al este y sur con Boyacá, al oeste con Antioquia y al noroeste con Bolívar.7\u200b Con unos 2 280 908 habitantes en 2018 es el sexto departamento por población. Recibe su nombre en alusión a Francisco de Paula Santander, prócer de la independencia de la Nueva Granada', 'cityCapitalId': 915, 'municipalities': 87, 'surface': 30537, 'population': 2324090, 'phonePrefix': '7', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 5, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
67,Pollo asado,"Pollo marinado y asado al carbón, acompañado de papa y ensalada.","Pollo, ajo, sal, pimienta, especias.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/67. Pollo asado.jpg,4,"{'id': 4, 'name': 'Atlántico', 'description': 'El Atlántico es uno de los treinta y dos departamentos que, junto a Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Barranquilla. Ubicado en la región Caribe, limita al norte con el mar Caribe, al Oriente con el río Magdalena y al Sur y al Occidente con el departamento de Bolívar. Con unos 2 500 000 habitantes en 2015, es el cuarto departamento más poblado (por detrás de Antioquia, Valle del Cauca y Cundinamarca); con 3019 km² es el tercero menos extenso (por delante de Quindío y San Andrés y Providencia, el menos extenso) y con 815 hab/km² es el segundo más densamente poblado (por detrás de San Andrés y Providencia)', 'cityCapitalId': 144, 'municipalities': 23, 'surface': 3388, 'population': 2804025, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
68,Cazuela de mariscos,"Sopa cremosa de mariscos, preparada con leche de coco y vegetales.","Mariscos variados, leche de coco, cebolla, ajo, pimientos.",https://apicolombiastorage.blob.core.windows.net/typicaldishes/68. Cazuela de mariscos.jpg,6,"{'id': 6, 'name': 'Bolívar', 'description': 'Bolívar es uno de los treinta y dos departamentos que, junto con Bogotá, Distrito Capital, forman la República de Colombia. Su capital es Cartagena de Indias, sede de la asamblea departamental, mientras que en Turbaco se encuentra la sede de la gobernación. Está ubicado en la región Caribe, limitando al norte con el mar Caribe (océano Atlántico), al noreste con Atlántico, al este con Magdalena y Cesar, al sureste con Santander, al suroeste con Antioquia y al oeste con Córdoba y Sucre.', 'cityCapitalId': 210, 'municipalities': 45, 'surface': 25978, 'population': 2236603, 'phonePrefix': '5', 'countryId': 1, 'cityCapital': None, 'country': None, 'cities': None, 'regionId': 1, 'region': None, 'naturalAreas': None, 'maps': None, 'indigenousReservations': None, 'airports': None}"
